snapshot,region,carrier,p_nom
1/7/2025,충남,waste,0
1/6/2025,충남,fuelcell,82.72
1/6/2025,충남,IGCC,346.33
1/6/2025,충남,solar,3877.914873
1/6/2025,충남,wind,2
1/6/2025,충남,water,32.251
1/6/2025,충남,ocean,0
1/6/2025,충남,bio,383.52
1/6/2025,충남,waste,0
1/5/2025,충남,fuelcell,82.72
1/5/2025,충남,IGCC,346.33
1/5/2025,충남,solar,3844.422343
1/5/2025,충남,wind,2
1/5/2025,충남,water,32.251
1/5/2025,충남,ocean,0
1/5/2025,충남,bio,383.52
1/5/2025,충남,waste,0
1/4/2025,충남,fuelcell,82.72
1/4/2025,충남,IGCC,346.33
1/4/2025,충남,solar,3813.751093
1/4/2025,충남,wind,2
1/4/2025,충남,water,32.251
1/4/2025,충남,ocean,0
1/4/2025,충남,bio,383.52
1/4/2025,충남,waste,0
1/3/2025,충남,fuelcell,82.72
1/3/2025,충남,IGCC,346.33
1/3/2025,충남,solar,3724.732153
1/3/2025,충남,wind,2
1/3/2025,충남,water,32.251
1/3/2025,충남,ocean,0
1/3/2025,충남,bio,383.52
1/3/2025,충남,waste,0
1/2/2025,충남,fuelcell,82.72
1/2/2025,충남,IGCC,346.33
1/2/2025,충남,solar,3685.597343
1/2/2025,충남,wind,2
1/2/2025,충남,water,32.251
1/2/2025,충남,ocean,0
1/2/2025,충남,bio,383.56
1/2/2025,충남,waste,0
1/1/2025,충남,fuelcell,82.72
1/1/2025,충남,IGCC,346.33
1/1/2025,충남,solar,3681.625558
1/1/2025,충남,wind,2
1/1/2025,충남,water,32.251
1/1/2025,충남,ocean,0
1/1/2025,충남,bio,383.56
1/1/2025,충남,waste,0
1/12/2024,충남,fuelcell,82.72
1/12/2024,충남,IGCC,346.33
1/12/2024,충남,solar,3658.706573
1/12/2024,충남,wind,2
1/12/2024,충남,water,32.251
1/12/2024,충남,ocean,0
1/12/2024,충남,bio,383.56
1/12/2024,충남,waste,0
1/11/2024,충남,fuelcell,82.72
1/11/2024,충남,IGCC,346.33
1/11/2024,충남,solar,3628.196648
1/11/2024,충남,wind,2
1/11/2024,충남,water,32.251
1/11/2024,충남,ocean,0
1/11/2024,충남,bio,383.56
1/11/2024,충남,waste,0
1/10/2024,충남,fuelcell,82.72
1/10/2024,충남,IGCC,346.33
1/10/2024,충남,solar,3455.094973
1/10/2024,충남,wind,2
1/10/2024,충남,water,32.297
1/10/2024,충남,ocean,0
1/10/2024,충남,bio,383.56
1/10/2024,충남,waste,0
1/9/2024,충남,fuelcell,82.72
1/9/2024,충남,IGCC,346.33
1/9/2024,충남,solar,3408.619303
1/9/2024,충남,wind,2
1/9/2024,충남,water,32.297
1/9/2024,충남,ocean,0
1/9/2024,충남,bio,383.56
1/9/2024,충남,waste,0
1/8/2024,충남,fuelcell,82.72
1/8/2024,충남,IGCC,346.33
1/8/2024,충남,solar,3397.815373
1/8/2024,충남,wind,2
1/8/2024,충남,water,32.297
1/8/2024,충남,ocean,0
1/8/2024,충남,bio,383.56
1/8/2024,충남,waste,0
1/7/2024,충남,fuelcell,82.72
1/7/2024,충남,IGCC,346.33
1/7/2024,충남,solar,3381.974633
1/7/2024,충남,wind,2
1/7/2024,충남,water,32.297
1/7/2024,충남,ocean,0
1/7/2024,충남,bio,383.56
1/7/2024,충남,waste,0
1/6/2024,충남,fuelcell,82.72
1/6/2024,충남,IGCC,346.33
1/6/2024,충남,solar,3338.030733
1/6/2024,충남,wind,2
1/6/2024,충남,water,32.297
1/6/2024,충남,ocean,0
1/6/2024,충남,bio,383.56
1/6/2024,충남,waste,0
1/5/2024,충남,fuelcell,82.72
1/5/2024,충남,IGCC,346.33
1/5/2024,충남,solar,3271.072738
1/5/2024,충남,wind,2
1/5/2024,충남,water,32.297
1/5/2024,충남,ocean,0
1/5/2024,충남,bio,383.56
1/5/2024,충남,waste,0
1/4/2024,충남,fuelcell,82.72
1/4/2024,충남,IGCC,346.33
1/4/2024,충남,solar,3268.395368
1/4/2024,충남,wind,2
1/4/2024,충남,water,32.297
1/4/2024,충남,ocean,0
1/4/2024,충남,bio,383.56
1/4/2024,충남,waste,0
1/3/2024,충남,fuelcell,82.72
1/3/2024,충남,IGCC,346.33
1/3/2024,충남,solar,3250.758958
1/3/2024,충남,wind,2
1/3/2024,충남,water,32.297
1/3/2024,충남,ocean,0
1/3/2024,충남,bio,383.56
1/3/2024,충남,waste,0
1/2/2024,충남,fuelcell,82.72
1/2/2024,충남,IGCC,346.33
1/2/2024,충남,solar,3238.802858
1/2/2024,충남,wind,2
1/2/2024,충남,water,32.297
1/2/2024,충남,ocean,0
1/2/2024,충남,bio,384.56
1/2/2024,충남,waste,0
1/1/2024,충남,fuelcell,82.72
1/1/2024,충남,IGCC,346.33
1/1/2024,충남,solar,3207.492261
1/1/2024,충남,wind,2
1/1/2024,충남,water,32.297
1/1/2024,충남,ocean,0
1/1/2024,충남,bio,382.56
1/1/2024,충남,waste,0
1/12/2023,충남,fuelcell,82.72
1/12/2023,충남,IGCC,346.33
1/12/2023,충남,solar,3139.212251
1/12/2023,충남,wind,2
1/12/2023,충남,water,32.297
1/12/2023,충남,ocean,0
1/12/2023,충남,bio,383.15
1/12/2023,충남,waste,0
1/11/2023,충남,fuelcell,82.72
1/11/2023,충남,IGCC,346.33
1/11/2023,충남,solar,3113.147431
1/11/2023,충남,wind,2
1/11/2023,충남,water,32.297
1/11/2023,충남,ocean,0
1/11/2023,충남,bio,382.8
1/11/2023,충남,waste,0
1/10/2023,충남,fuelcell,82.72
1/10/2023,충남,IGCC,346.33
1/10/2023,충남,solar,3091.649466
1/10/2023,충남,wind,2
1/10/2023,충남,water,32.297
1/10/2023,충남,ocean,0
1/10/2023,충남,bio,382.8
1/10/2023,충남,waste,0
1/9/2023,충남,fuelcell,62.92
1/9/2023,충남,IGCC,346.33
1/9/2023,충남,solar,3075.359301
1/9/2023,충남,wind,2
1/9/2023,충남,water,32.297
1/9/2023,충남,ocean,0
1/9/2023,충남,bio,382.8
1/9/2023,충남,waste,0
1/8/2023,충남,fuelcell,62.92
1/8/2023,충남,IGCC,346.33
1/8/2023,충남,solar,3064.925961
1/8/2023,충남,wind,2
1/8/2023,충남,water,32.297
1/8/2023,충남,ocean,0
1/8/2023,충남,bio,382.8
1/8/2023,충남,waste,0
1/7/2023,충남,fuelcell,62.92
1/7/2023,충남,IGCC,346.33
1/7/2023,충남,solar,2741.088461
1/7/2023,충남,wind,2
1/7/2023,충남,water,32.297
1/7/2023,충남,ocean,0
1/7/2023,충남,bio,382.8
1/7/2023,충남,waste,0
1/6/2023,충남,fuelcell,63.92
1/6/2023,충남,IGCC,346.33
1/6/2023,충남,solar,2721.347026
1/6/2023,충남,wind,2
1/6/2023,충남,water,32.297
1/6/2023,충남,ocean,0
1/6/2023,충남,bio,382.8
1/6/2023,충남,waste,0
1/5/2023,충남,fuelcell,63.92
1/5/2023,충남,IGCC,346.33
1/5/2023,충남,solar,2692.434656
1/5/2023,충남,wind,2
1/5/2023,충남,water,32.297
1/5/2023,충남,ocean,0
1/5/2023,충남,bio,382.8
1/5/2023,충남,waste,0
1/4/2023,충남,fuelcell,63.92
1/4/2023,충남,IGCC,346.33
1/4/2023,충남,solar,2677.639931
1/4/2023,충남,wind,2
1/4/2023,충남,water,32.297
1/4/2023,충남,ocean,0
1/4/2023,충남,bio,382.8
1/4/2023,충남,waste,0
1/3/2023,충남,fuelcell,63.92
1/3/2023,충남,IGCC,346.33
1/3/2023,충남,solar,2682.138386
1/3/2023,충남,wind,2
1/3/2023,충남,water,32.297
1/3/2023,충남,ocean,0
1/3/2023,충남,bio,379.2
1/3/2023,충남,waste,0
1/2/2023,충남,fuelcell,63.92
1/2/2023,충남,IGCC,346.33
1/2/2023,충남,solar,2652.605401
1/2/2023,충남,wind,2
1/2/2023,충남,water,32.297
1/2/2023,충남,ocean,0
1/2/2023,충남,bio,379.2
1/2/2023,충남,waste,0
1/1/2023,충남,fuelcell,63.92
1/1/2023,충남,IGCC,346.33
1/1/2023,충남,solar,2625.100995
1/1/2023,충남,wind,2
1/1/2023,충남,water,32.297
1/1/2023,충남,ocean,0
1/1/2023,충남,bio,379.22
1/1/2023,충남,waste,0
1/12/2022,충남,fuelcell,63.92
1/12/2022,충남,IGCC,346.33
1/12/2022,충남,solar,2570.619355
1/12/2022,충남,wind,2
1/12/2022,충남,water,32.297
1/12/2022,충남,ocean,0
1/12/2022,충남,bio,375.12
1/12/2022,충남,waste,0
1/11/2022,충남,fuelcell,63.92
1/11/2022,충남,IGCC,346.33
1/11/2022,충남,solar,2554.55136
1/11/2022,충남,wind,2
1/11/2022,충남,water,32.297
1/11/2022,충남,ocean,0
1/11/2022,충남,bio,374.46
1/11/2022,충남,waste,0
1/10/2022,충남,fuelcell,63.92
1/10/2022,충남,IGCC,346.33
1/10/2022,충남,solar,2540.00011
1/10/2022,충남,wind,2
1/10/2022,충남,water,32.297
1/10/2022,충남,ocean,0
1/10/2022,충남,bio,374.46
1/10/2022,충남,waste,0
1/9/2022,충남,fuelcell,63.92
1/9/2022,충남,IGCC,346.33
1/9/2022,충남,solar,2538.397985
1/9/2022,충남,wind,2
1/9/2022,충남,water,32.297
1/9/2022,충남,ocean,0
1/9/2022,충남,bio,374.46
1/9/2022,충남,waste,0
1/8/2022,충남,fuelcell,63.92
1/8/2022,충남,IGCC,346.33
1/8/2022,충남,solar,2514.44434
1/8/2022,충남,wind,2
1/8/2022,충남,water,32.297
1/8/2022,충남,ocean,0
1/8/2022,충남,bio,374.46
1/8/2022,충남,waste,0
1/7/2022,충남,fuelcell,63.92
1/7/2022,충남,IGCC,346.33
1/7/2022,충남,solar,2478.981805
1/7/2022,충남,wind,2.02
1/7/2022,충남,water,32.297
1/7/2022,충남,ocean,0
1/7/2022,충남,bio,374.46
1/7/2022,충남,waste,0
1/6/2022,충남,fuelcell,63.92
1/6/2022,충남,IGCC,346.33
1/6/2022,충남,solar,2462.825745
1/6/2022,충남,wind,2.02
1/6/2022,충남,water,32.217
1/6/2022,충남,ocean,0
1/6/2022,충남,bio,374.46
1/6/2022,충남,waste,0
1/5/2022,충남,fuelcell,63.92
1/5/2022,충남,IGCC,346.33
1/5/2022,충남,solar,2421.795015
1/5/2022,충남,wind,2.02
1/5/2022,충남,water,40.415
1/5/2022,충남,ocean,0
1/5/2022,충남,bio,374.03
1/5/2022,충남,waste,0
1/4/2022,충남,fuelcell,63.92
1/4/2022,충남,IGCC,346.33
1/4/2022,충남,solar,2405.809175
1/4/2022,충남,wind,2.02
1/4/2022,충남,water,40.415
1/4/2022,충남,ocean,0
1/4/2022,충남,bio,374.03
1/4/2022,충남,waste,0
1/3/2022,충남,fuelcell,63.92
1/3/2022,충남,IGCC,346.33
1/3/2022,충남,solar,2391.419895
1/3/2022,충남,wind,2.02
1/3/2022,충남,water,40.415
1/3/2022,충남,ocean,0
1/3/2022,충남,bio,374.03
1/3/2022,충남,waste,0
1/2/2022,충남,fuelcell,63.92
1/2/2022,충남,IGCC,346.33
1/2/2022,충남,solar,2368.11638
1/2/2022,충남,wind,2.02
1/2/2022,충남,water,40.415
1/2/2022,충남,ocean,0
1/2/2022,충남,bio,373.57
1/2/2022,충남,waste,0
1/1/2022,충남,fuelcell,63.92
1/1/2022,충남,IGCC,346.33
1/1/2022,충남,solar,2338.706115
1/1/2022,충남,wind,2.02
1/1/2022,충남,water,39.925
1/1/2022,충남,ocean,0
1/1/2022,충남,bio,373.97
1/1/2022,충남,waste,0
1/12/2021,충남,fuelcell,63.92
1/12/2021,충남,IGCC,346.33
1/12/2021,충남,solar,2305.299015
1/12/2021,충남,wind,2.02
1/12/2021,충남,water,39.925
1/12/2021,충남,ocean,0
1/12/2021,충남,bio,373.97
1/12/2021,충남,waste,0
1/11/2021,충남,fuelcell,63.92
1/11/2021,충남,IGCC,346.33
1/11/2021,충남,solar,2267.04685
1/11/2021,충남,wind,2.02
1/11/2021,충남,water,39.925
1/11/2021,충남,ocean,0
1/11/2021,충남,bio,373.97
1/11/2021,충남,waste,0
1/10/2021,충남,fuelcell,63.92
1/10/2021,충남,IGCC,346.33
1/10/2021,충남,solar,2259.98713
1/10/2021,충남,wind,2.02
1/10/2021,충남,water,39.925
1/10/2021,충남,ocean,0
1/10/2021,충남,bio,373.97
1/10/2021,충남,waste,0
1/9/2021,충남,fuelcell,63.92
1/9/2021,충남,IGCC,346.33
1/9/2021,충남,solar,2264.59209
1/9/2021,충남,wind,2.02
1/9/2021,충남,water,39.925
1/9/2021,충남,ocean,0
1/9/2021,충남,bio,349.13
1/9/2021,충남,waste,0
1/8/2021,충남,fuelcell,63.92
1/8/2021,충남,IGCC,346.33
1/8/2021,충남,solar,2226.93736
1/8/2021,충남,wind,2.02
1/8/2021,충남,water,39.925
1/8/2021,충남,ocean,0
1/8/2021,충남,bio,349.13
1/8/2021,충남,waste,0
1/7/2021,충남,fuelcell,63.92
1/7/2021,충남,IGCC,346.33
1/7/2021,충남,solar,2195.09635
1/7/2021,충남,wind,2
1/7/2021,충남,water,40.415
1/7/2021,충남,ocean,0
1/7/2021,충남,bio,348.33
1/7/2021,충남,waste,0
1/6/2021,충남,fuelcell,63.92
1/6/2021,충남,IGCC,346.33
1/6/2021,충남,solar,2131.19821
1/6/2021,충남,wind,2
1/6/2021,충남,water,40.415
1/6/2021,충남,ocean,0
1/6/2021,충남,bio,348.33
1/6/2021,충남,waste,0
1/5/2021,충남,fuelcell,63.92
1/5/2021,충남,IGCC,346.33
1/5/2021,충남,solar,2109.64481
1/5/2021,충남,wind,2
1/5/2021,충남,water,32.829
1/5/2021,충남,ocean,0
1/5/2021,충남,bio,348.33
1/5/2021,충남,waste,0
1/4/2021,충남,fuelcell,63.92
1/4/2021,충남,IGCC,346.33
1/4/2021,충남,solar,2107.78142
1/4/2021,충남,wind,2
1/4/2021,충남,water,32.829
1/4/2021,충남,ocean,0
1/4/2021,충남,bio,348.33
1/4/2021,충남,waste,0
1/3/2021,충남,fuelcell,63.92
1/3/2021,충남,IGCC,346.33
1/3/2021,충남,solar,2089.23604
1/3/2021,충남,wind,2
1/3/2021,충남,water,32.829
1/3/2021,충남,ocean,0
1/3/2021,충남,bio,348.33
1/3/2021,충남,waste,0
1/2/2021,충남,fuelcell,63.92
1/2/2021,충남,IGCC,346.33
1/2/2021,충남,solar,2041.30032
1/2/2021,충남,wind,2
1/2/2021,충남,water,32.829
1/2/2021,충남,ocean,0
1/2/2021,충남,bio,348.33
1/2/2021,충남,waste,0
1/1/2021,충남,fuelcell,63.92
1/1/2021,충남,IGCC,346.33
1/1/2021,충남,solar,1950.73305
1/1/2021,충남,wind,2
1/1/2021,충남,water,32.829
1/1/2021,충남,ocean,0
1/1/2021,충남,bio,348.33
1/1/2021,충남,waste,0
1/12/2020,충남,fuelcell,63.92
1/12/2020,충남,IGCC,346.33
1/12/2020,충남,solar,1949.928855
1/12/2020,충남,wind,2
1/12/2020,충남,water,32.829
1/12/2020,충남,ocean,0
1/12/2020,충남,bio,348.33
1/12/2020,충남,waste,0
1/11/2020,충남,fuelcell,63.92
1/11/2020,충남,IGCC,346.33
1/11/2020,충남,solar,1881.377599
1/11/2020,충남,wind,2
1/11/2020,충남,water,32.829
1/11/2020,충남,ocean,0
1/11/2020,충남,bio,348.33
1/11/2020,충남,waste,0
1/10/2020,충남,fuelcell,66.32
1/10/2020,충남,IGCC,346.33
1/10/2020,충남,solar,1846.477916
1/10/2020,충남,wind,2
1/10/2020,충남,water,32.829
1/10/2020,충남,ocean,0
1/10/2020,충남,bio,348.33
1/10/2020,충남,waste,0
1/9/2020,충남,fuelcell,66.32
1/9/2020,충남,IGCC,346.33
1/9/2020,충남,solar,1808.282015
1/9/2020,충남,wind,2
1/9/2020,충남,water,32.829
1/9/2020,충남,ocean,0
1/9/2020,충남,bio,248.33
1/9/2020,충남,waste,0
1/8/2020,충남,fuelcell,66.32
1/8/2020,충남,IGCC,346.33
1/8/2020,충남,solar,1781.036415
1/8/2020,충남,wind,2
1/8/2020,충남,water,32.829
1/8/2020,충남,ocean,0
1/8/2020,충남,bio,143.33
1/8/2020,충남,waste,0
1/7/2020,충남,fuelcell,66.32
1/7/2020,충남,IGCC,346.33
1/7/2020,충남,solar,1752.769296
1/7/2020,충남,wind,2
1/7/2020,충남,water,32.829
1/7/2020,충남,ocean,0
1/7/2020,충남,bio,143.33
1/7/2020,충남,waste,0
1/6/2020,충남,fuelcell,66.32
1/6/2020,충남,IGCC,346.33
1/6/2020,충남,solar,1705.011428
1/6/2020,충남,wind,2
1/6/2020,충남,water,32.829
1/6/2020,충남,ocean,0
1/6/2020,충남,bio,143.33
1/6/2020,충남,waste,0
1/5/2020,충남,fuelcell,66.32
1/5/2020,충남,IGCC,346.33
1/5/2020,충남,solar,1621.434632
1/5/2020,충남,wind,2
1/5/2020,충남,water,32.829
1/5/2020,충남,ocean,0
1/5/2020,충남,bio,143.33
1/5/2020,충남,waste,0
1/4/2020,충남,fuelcell,66.32
1/4/2020,충남,IGCC,346.33
1/4/2020,충남,solar,1567.726268
1/4/2020,충남,wind,2
1/4/2020,충남,water,32.829
1/4/2020,충남,ocean,0
1/4/2020,충남,bio,143.33
1/4/2020,충남,waste,0
1/3/2020,충남,fuelcell,66.62
1/3/2020,충남,IGCC,346.33
1/3/2020,충남,solar,1516.355354
1/3/2020,충남,wind,2.02
1/3/2020,충남,water,32.829
1/3/2020,충남,ocean,0
1/3/2020,충남,bio,143.33
1/3/2020,충남,waste,0
1/2/2020,충남,fuelcell,66.62
1/2/2020,충남,IGCC,346.33
1/2/2020,충남,solar,1516.355354
1/2/2020,충남,wind,2.02
1/2/2020,충남,water,32.829
1/2/2020,충남,ocean,0
1/2/2020,충남,bio,143.33
1/2/2020,충남,waste,0
1/1/2020,충남,fuelcell,66.62
1/1/2020,충남,IGCC,346.33
1/1/2020,충남,solar,1436.121328
1/1/2020,충남,wind,2.02
1/1/2020,충남,water,32.829
1/1/2020,충남,ocean,0
1/1/2020,충남,bio,143.33
1/1/2020,충남,waste,0
1/12/2019,충남,fuelcell,66.62
1/12/2019,충남,IGCC,346.33
1/12/2019,충남,solar,1425.210063
1/12/2019,충남,wind,2.02
1/12/2019,충남,water,32.829
1/12/2019,충남,ocean,0
1/12/2019,충남,bio,143.33
1/12/2019,충남,waste,0
1/11/2019,충남,fuelcell,61.34
1/11/2019,충남,IGCC,346.33
1/11/2019,충남,solar,1325.979015
1/11/2019,충남,wind,2.02
1/11/2019,충남,water,32.829
1/11/2019,충남,ocean,0
1/11/2019,충남,bio,143.33
1/11/2019,충남,waste,0
1/10/2019,충남,fuelcell,61.34
1/10/2019,충남,IGCC,346.33
1/10/2019,충남,solar,1325.979015
1/10/2019,충남,wind,2.02
1/10/2019,충남,water,32.829
1/10/2019,충남,ocean,0
1/10/2019,충남,bio,143.33
1/10/2019,충남,waste,0
1/9/2019,충남,fuelcell,61.34
1/9/2019,충남,IGCC,346.33
1/9/2019,충남,solar,1236.41459
1/9/2019,충남,wind,2.02
1/9/2019,충남,water,32.829
1/9/2019,충남,ocean,0
1/9/2019,충남,bio,143.33
1/9/2019,충남,waste,806.33
1/8/2019,충남,fuelcell,61.34
1/8/2019,충남,IGCC,346.33
1/8/2019,충남,solar,1233.01846
1/8/2019,충남,wind,2.02
1/8/2019,충남,water,32.829
1/8/2019,충남,ocean,0
1/8/2019,충남,bio,143.33
1/8/2019,충남,waste,806.33
1/7/2019,충남,fuelcell,11.18
1/7/2019,충남,IGCC,346.33
1/7/2019,충남,solar,1102.948123
1/7/2019,충남,wind,2.02
1/7/2019,충남,water,32.829
1/7/2019,충남,ocean,0
1/7/2019,충남,bio,143.33
1/7/2019,충남,waste,806.33
1/6/2019,충남,fuelcell,11.18
1/6/2019,충남,IGCC,346.33
1/6/2019,충남,solar,1102.948123
1/6/2019,충남,wind,2.02
1/6/2019,충남,water,32.829
1/6/2019,충남,ocean,0
1/6/2019,충남,bio,143.33
1/6/2019,충남,waste,806.33
1/5/2019,충남,fuelcell,11.18
1/5/2019,충남,IGCC,346.33
1/5/2019,충남,solar,960.65939
1/5/2019,충남,wind,2.02
1/5/2019,충남,water,32.829
1/5/2019,충남,ocean,0
1/5/2019,충남,bio,142.58
1/5/2019,충남,waste,806.33
1/4/2019,충남,fuelcell,11.18
1/4/2019,충남,IGCC,346.33
1/4/2019,충남,solar,960.65939
1/4/2019,충남,wind,2.02
1/4/2019,충남,water,32.829
1/4/2019,충남,ocean,0
1/4/2019,충남,bio,142.58
1/4/2019,충남,waste,806.33
1/3/2019,충남,fuelcell,11.18
1/3/2019,충남,IGCC,346.33
1/3/2019,충남,solar,960.65939
1/3/2019,충남,wind,2.02
1/3/2019,충남,water,32.829
1/3/2019,충남,ocean,0
1/3/2019,충남,bio,142.58
1/3/2019,충남,waste,806.33
1/2/2019,충남,fuelcell,11.18
1/2/2019,충남,IGCC,346.33
1/2/2019,충남,solar,893.140815
1/2/2019,충남,wind,2.02
1/2/2019,충남,water,32.829
1/2/2019,충남,ocean,0
1/2/2019,충남,bio,141.62
1/2/2019,충남,waste,806.33
1/1/2019,충남,fuelcell,11.18
1/1/2019,충남,IGCC,346.33
1/1/2019,충남,solar,893.140815
1/1/2019,충남,wind,2.02
1/1/2019,충남,water,32.829
1/1/2019,충남,ocean,0
1/1/2019,충남,bio,141.62
1/1/2019,충남,waste,806.33
1/12/2018,충남,fuelcell,11.18
1/12/2018,충남,IGCC,346.33
1/12/2018,충남,solar,879.331917
1/12/2018,충남,wind,2.02
1/12/2018,충남,water,32.829
1/12/2018,충남,ocean,0
1/12/2018,충남,bio,141.62
1/12/2018,충남,waste,806.33
1/11/2018,충남,fuelcell,11.18
1/11/2018,충남,IGCC,346.33
1/11/2018,충남,solar,771.694194
1/11/2018,충남,wind,2.02
1/11/2018,충남,water,32.829
1/11/2018,충남,ocean,0
1/11/2018,충남,bio,141.62
1/11/2018,충남,waste,806.33
1/10/2018,충남,fuelcell,11.18
1/10/2018,충남,IGCC,346.33
1/10/2018,충남,solar,760.611494
1/10/2018,충남,wind,2.02
1/10/2018,충남,water,32.829
1/10/2018,충남,ocean,0
1/10/2018,충남,bio,141.62
1/10/2018,충남,waste,806.33
1/9/2018,충남,fuelcell,11.18
1/9/2018,충남,IGCC,346.33
1/9/2018,충남,solar,760.611494
1/9/2018,충남,wind,2.02
1/9/2018,충남,water,32.829
1/9/2018,충남,ocean,0
1/9/2018,충남,bio,141.62
1/9/2018,충남,waste,806.33
1/8/2018,충남,fuelcell,11.18
1/8/2018,충남,IGCC,346.33
1/8/2018,충남,solar,760.611494
1/8/2018,충남,wind,2.02
1/8/2018,충남,water,32.829
1/8/2018,충남,ocean,0
1/8/2018,충남,bio,141.62
1/8/2018,충남,waste,806.33
1/7/2018,충남,fuelcell,11.18
1/7/2018,충남,IGCC,346.33
1/7/2018,충남,solar,721.229333
1/7/2018,충남,wind,2.02
1/7/2018,충남,water,32.829
1/7/2018,충남,ocean,0
1/7/2018,충남,bio,141.62
1/7/2018,충남,waste,806.33
1/6/2018,충남,fuelcell,11.18
1/6/2018,충남,IGCC,346.33
1/6/2018,충남,solar,707.381843
1/6/2018,충남,wind,2.02
1/6/2018,충남,water,32.829
1/6/2018,충남,ocean,0
1/6/2018,충남,bio,141.62
1/6/2018,충남,waste,806.33
1/5/2018,충남,fuelcell,11.18
1/5/2018,충남,IGCC,346.33
1/5/2018,충남,solar,709.157633
1/5/2018,충남,wind,2.02
1/5/2018,충남,water,32.829
1/5/2018,충남,ocean,0
1/5/2018,충남,bio,141.62
1/5/2018,충남,waste,806.33
1/4/2018,충남,fuelcell,11.18
1/4/2018,충남,IGCC,346.33
1/4/2018,충남,solar,668.062298
1/4/2018,충남,wind,2.02
1/4/2018,충남,water,32.829
1/4/2018,충남,ocean,0
1/4/2018,충남,bio,141.08
1/4/2018,충남,waste,806.33
1/3/2018,충남,fuelcell,11.18
1/3/2018,충남,IGCC,346.33
1/3/2018,충남,solar,668.062298
1/3/2018,충남,wind,2.02
1/3/2018,충남,water,32.829
1/3/2018,충남,ocean,0
1/3/2018,충남,bio,141.08
1/3/2018,충남,waste,806.33
1/2/2018,충남,fuelcell,11.18
1/2/2018,충남,IGCC,346.33
1/2/2018,충남,solar,638.262368
1/2/2018,충남,wind,2.02
1/2/2018,충남,water,32.829
1/2/2018,충남,ocean,0
1/2/2018,충남,bio,141.04
1/2/2018,충남,waste,806.33
1/1/2018,충남,fuelcell,11.18
1/1/2018,충남,IGCC,346.33
1/1/2018,충남,solar,638.262368
1/1/2018,충남,wind,2.02
1/1/2018,충남,water,32.829
1/1/2018,충남,ocean,0
1/1/2018,충남,bio,141.04
1/1/2018,충남,waste,806.33
1/12/2017,충남,fuelcell,11.18
1/12/2017,충남,IGCC,346.33
1/12/2017,충남,solar,638.262368
1/12/2017,충남,wind,2.02
1/12/2017,충남,water,32.829
1/12/2017,충남,ocean,0
1/12/2017,충남,bio,141.04
1/12/2017,충남,waste,806.33
1/12/2016,충남,fuelcell,3.7
1/12/2016,충남,IGCC,346.33
1/12/2016,충남,solar,440.744762
1/12/2016,충남,wind,2
1/12/2016,충남,water,32.829
1/12/2016,충남,ocean,0
1/12/2016,충남,bio,140.64
1/12/2016,충남,waste,806.33
1/12/2015,충남,fuelcell,3.7
1/12/2015,충남,IGCC,0
1/12/2015,충남,solar,232.052423
1/12/2015,충남,wind,0
1/12/2015,충남,water,27.829
1/12/2015,충남,ocean,0
1/12/2015,충남,bio,100.79
1/12/2015,충남,waste,805.14
1/12/2014,충남,fuelcell,2.7
1/12/2014,충남,IGCC,0
1/12/2014,충남,solar,147.971428
1/12/2014,충남,wind,0
1/12/2014,충남,water,30.139
1/12/2014,충남,ocean,0
1/12/2014,충남,bio,0.06
1/12/2014,충남,waste,800
1/12/2013,충남,fuelcell,2.7
1/12/2013,충남,IGCC,0
1/12/2013,충남,solar,74.497968
1/12/2013,충남,wind,0
1/12/2013,충남,water,26.939
1/12/2013,충남,ocean,0
1/12/2013,충남,bio,0.06
1/12/2013,충남,waste,800
1/12/2012,충남,fuelcell,2.7
1/12/2012,충남,IGCC,0
1/12/2012,충남,solar,50.770399
1/12/2012,충남,wind,0
1/12/2012,충남,water,26.939
1/12/2012,충남,ocean,0
1/12/2012,충남,bio,0.06
1/12/2012,충남,waste,400
1/9/2025,전북,fuelcell,15.21
1/9/2025,전북,IGCC,0
1/9/2025,전북,solar,4745.213025
1/9/2025,전북,wind,79.5
1/9/2025,전북,water,78.917
1/9/2025,전북,ocean,0
1/9/2025,전북,bio,477.812
1/9/2025,전북,waste,0
1/8/2025,전북,fuelcell,15.21
1/8/2025,전북,IGCC,0
1/8/2025,전북,solar,4727.70014
1/8/2025,전북,wind,79.5
1/8/2025,전북,water,78.917
1/8/2025,전북,ocean,0
1/8/2025,전북,bio,477.812
1/8/2025,전북,waste,0
1/7/2025,전북,fuelcell,15.21
1/7/2025,전북,IGCC,0
1/7/2025,전북,solar,4709.245057
1/7/2025,전북,wind,79.5
1/7/2025,전북,water,78.917
1/7/2025,전북,ocean,0
1/7/2025,전북,bio,477.812
1/7/2025,전북,waste,0
1/6/2025,전북,fuelcell,15.21
1/6/2025,전북,IGCC,0
1/6/2025,전북,solar,4687.365072
1/6/2025,전북,wind,79.5
1/6/2025,전북,water,78.917
1/6/2025,전북,ocean,0
1/6/2025,전북,bio,477.812
1/6/2025,전북,waste,0
1/5/2025,전북,fuelcell,15.42
1/5/2025,전북,IGCC,0
1/5/2025,전북,solar,4673.258737
1/5/2025,전북,wind,79.5
1/5/2025,전북,water,78.917
1/5/2025,전북,ocean,0
1/5/2025,전북,bio,477.812
1/5/2025,전북,waste,0
1/4/2025,전북,fuelcell,15.42
