name,bus0,bus1,marginal_cost
2629,23,23,0.1
2630,23,23,0.1
2631,23,23,0.1
2632,23,23,0.1
2633,234,234,0.1
2634,234,234,0.1
2635,234,165,0.1
2636,165,165,0.1
2637,165,165,0.1
2638,160,68,0.1
2639,68,68,0.1
2640,68,68,0.1
2641,68,68,0.1
2642,68,68,0.1
2643,68,68,0.1
2644,68,68,0.1
2645,68,68,0.1
2646,68,68,0.1
2647,39,38,0.1
2648,38,38,0.1
2649,413,211,0.1
2650,160,292,0.1
2651,292,292,0.1
2652,292,292,0.1
2653,292,292,0.1
2654,292,292,0.1
2655,292,292,0.1
2656,292,292,0.1
2657,292,292,0.1
2658,292,292,0.1
2659,292,292,0.1
2660,292,292,0.1
2661,414,414,0.1
2662,414,355,0.1
2663,139,139,0.1
2664,139,139,0.1
2665,139,139,0.1
2666,139,139,0.1
2667,10,10,0.1
2668,10,10,0.1
2669,10,10,0.1
2670,10,10,0.1
2671,10,10,0.1
2672,10,10,0.1
2673,10,10,0.1
2674,10,10,0.1
2675,10,10,0.1
2676,10,10,0.1
2677,10,10,0.1
2678,10,10,0.1
2679,10,10,0.1
2680,138,138,0.1
2681,10,138,0.1
2682,192,192,0.1
2683,192,192,0.1
2684,356,192,0.1
2685,356,356,0.1
2686,291,291,0.1
2687,291,291,0.1
2688,291,291,0.1
2689,291,291,0.1
2690,291,291,0.1
2691,396,396,0.1
2692,396,396,0.1
2693,265,208,0.1
2694,165,165,0.1
2695,165,165,0.1
2696,165,165,0.1
2697,165,165,0.1
2698,165,165,0.1
2699,165,165,0.1
2700,165,165,0.1
2701,165,165,0.1
2702,165,165,0.1
2703,165,165,0.1
2704,165,165,0.1
2705,165,165,0.1
2706,165,165,0.1
2707,165,165,0.1
2708,165,165,0.1
2709,165,165,0.1
2710,164,164,0.1
2711,164,164,0.1
2712,164,164,0.1
2713,299,299,0.1
2714,300,189,0.1
2715,314,314,0.1
2716,31,315,0.1
2717,31,31,0.1
2718,179,179,0.1
2719,179,179,0.1
2720,179,179,0.1
2721,179,179,0.1
2722,179,179,0.1
2723,179,179,0.1
2724,179,179,0.1
2725,179,179,0.1
2726,179,179,0.1
2727,64,64,0.1
2728,179,179,0.1
2729,292,292,0.1
2730,413,413,0.1
2731,413,413,0.1
2732,413,413,0.1
2733,413,413,0.1
2734,211,211,0.1
2735,212,212,0.1
2736,212,212,0.1
2737,159,159,0.1
2738,159,159,0.1
2739,239,240,0.1
2740,318,320,0.1
2741,4,4,0.1
2742,374,415,0.1
2743,68,68,0.1
2744,133,133,0.1
2745,226,226,0.1
2746,226,226,0.1
2747,226,226,0.1
2748,226,226,0.1
2749,226,226,0.1
2750,226,226,0.1
2751,226,226,0.1
2752,416,226,0.1
2753,178,195,0.1
2754,371,371,0.1
2755,368,368,0.1
2756,368,368,0.1
2757,84,85,0.1
2758,85,85,0.1
2759,85,85,0.1
2760,85,85,0.1
2761,85,85,0.1
2762,85,85,0.1
2763,86,86,0.1
2764,91,91,0.1
2765,91,91,0.1
2766,91,91,0.1
2767,91,91,0.1
2768,89,89,0.1
2769,89,89,0.1
2770,89,89,0.1
2771,89,89,0.1
2772,89,89,0.1
2773,85,89,0.1
2774,86,86,0.1
2775,86,86,0.1
2776,86,86,0.1
2777,86,86,0.1
2778,288,288,0.1
2779,288,288,0.1
2780,288,288,0.1
2781,171,56,0.1
2782,156,257,0.1
2783,41,41,0.1
2784,41,41,0.1
2785,41,41,0.1
2786,41,41,0.1
2787,50,50,0.1
2788,63,62,0.1
2789,40,40,0.1
2790,47,47,0.1
2791,262,262,0.1
2792,331,331,0.1
2793,331,331,0.1
2794,331,331,0.1
2795,331,331,0.1
2796,180,180,0.1
2797,180,180,0.1
2798,180,180,0.1
2799,180,180,0.1
2800,180,180,0.1
2801,62,62,0.1
2802,62,62,0.1
2803,62,62,0.1
2804,62,62,0.1
2805,62,62,0.1
2806,62,62,0.1
2807,62,62,0.1
2808,62,62,0.1
2809,251,251,0.1
2810,0,0,0.1
2811,0,0,0.1
2812,162,162,0.1
2813,53,53,0.1
2814,39,39,0.1
2815,39,39,0.1
2816,292,292,0.1
2817,234,234,0.1
2818,104,104,0.1
2819,316,316,0.1
2820,316,316,0.1
2821,4,4,0.1
2822,104,104,0.1
2823,7,7,0.1
2824,178,178,0.1
2825,287,287,0.1
2826,160,160,0.1
2827,160,324,0.1
2828,160,160,0.1
2829,144,144,0.1
2830,53,53,0.1
2831,53,53,0.1
2832,144,144,0.1
2833,128,128,0.1
2834,298,298,0.1
2835,378,378,0.1
2836,270,270,0.1
2837,51,51,0.1
2838,10,10,0.1
2839,51,51,0.1
2840,129,129,0.1
2841,247,247,0.1
2842,211,211,0.1
2843,211,211,0.1
2844,362,362,0.1
2845,43,43,0.1
2846,407,407,0.1
2847,192,192,0.1
2848,92,92,0.1
2849,92,92,0.1
2850,68,68,0.1
2851,234,234,0.1
2852,234,234,0.1
2853,234,234,0.1
2854,234,234,0.1
2855,234,234,0.1
2856,64,64,0.1
2857,298,298,0.1
2858,21,21,0.1
2859,173,173,0.1
2860,152,152,0.1
2861,262,262,0.1
2862,160,160,0.1
2863,160,160,0.1
2864,160,160,0.1
2865,160,160,0.1
2866,160,160,0.1
2867,160,160,0.1
2868,160,160,0.1
2869,68,68,0.1
2870,68,160,0.1
2871,160,160,0.1
2872,160,160,0.1
2873,160,160,0.1
2874,68,68,0.1
2875,68,68,0.1
2876,68,68,0.1
2877,68,68,0.1
2878,68,68,0.1
2879,68,68,0.1
2880,179,68,0.1
2881,68,68,0.1
2882,68,68,0.1
2883,68,68,0.1
2884,68,68,0.1
2885,68,68,0.1
2886,68,68,0.1
2887,68,68,0.1
2888,68,68,0.1
2889,68,68,0.1
2890,68,68,0.1
2891,68,68,0.1
2892,68,68,0.1
2893,68,68,0.1
2894,68,68,0.1
2895,23,23,0.1
2896,23,23,0.1
2897,23,23,0.1
2898,23,23,0.1
2899,23,23,0.1
2900,23,23,0.1
2901,23,23,0.1
2902,23,23,0.1
2903,23,23,0.1
2904,23,23,0.1
2905,23,23,0.1
2906,23,23,0.1
2907,68,68,0.1
2908,68,160,0.1
2909,68,68,0.1
2910,68,68,0.1
2911,68,68,0.1
2912,68,68,0.1
2913,68,68,0.1
2914,68,68,0.1
2915,68,68,0.1
2916,68,234,0.1
2917,165,165,0.1
2918,165,165,0.1
2919,165,68,0.1
2920,68,68,0.1
2921,68,68,0.1
2922,68,68,0.1
2923,68,68,0.1
2924,68,68,0.1
2925,68,68,0.1
2926,68,160,0.1
2927,160,160,0.1
2928,68,68,0.1
2929,68,68,0.1
2930,68,68,0.1
2931,68,68,0.1
2932,68,68,0.1
2933,234,234,0.1
2934,68,68,0.1
2935,68,68,0.1
2936,68,68,0.1
2937,68,68,0.1
2938,68,68,0.1
2939,68,68,0.1
2940,68,68,0.1
2941,68,68,0.1
2942,68,68,0.1
2943,68,68,0.1
2944,68,68,0.1
2945,68,68,0.1
2946,68,68,0.1
2947,68,68,0.1
2948,165,165,0.1
2949,68,68,0.1
2950,68,68,0.1
2951,68,68,0.1
2952,68,68,0.1
2953,68,68,0.1
2954,68,68,0.1
2955,179,179,0.1
2956,64,179,0.1
2957,68,68,0.1
2958,165,165,0.1
2959,68,68,0.1
2960,179,68,0.1
2961,68,68,0.1
2962,68,68,0.1
2963,68,68,0.1
2964,68,68,0.1
2965,68,68,0.1
2966,234,234,0.1
2967,68,68,0.1
2968,68,68,0.1
2969,68,68,0.1
2970,68,68,0.1
2971,68,68,0.1
2972,324,324,0.1
2973,324,324,0.1
2974,324,324,0.1
2975,160,160,0.1
2976,160,160,0.1
2977,160,160,0.1
2978,68,68,0.1
2979,68,68,0.1
2980,68,68,0.1
2981,68,68,0.1
2982,68,68,0.1
2983,68,68,0.1
2984,68,68,0.1
2985,68,68,0.1
2986,160,160,0.1
2987,292,292,0.1
2988,292,292,0.1
2989,324,324,0.1
2990,68,68,0.1
2991,68,68,0.1
2992,192,192,0.1
2993,160,160,0.1
2994,160,160,0.1
2995,178,178,0.1
2996,25,25,0.1
2997,194,194,0.1
2998,82,82,0.1
2999,160,160,0.1
3000,160,160,0.1
3001,160,179,0.1
3002,160,160,0.1
3003,179,179,0.1
3004,179,179,0.1
3005,179,179,0.1
3006,204,85,0.1
3007,206,85,0.1
3008,417,89,0.1
3009,254,417,0.1
3010,41,41,0.1
3011,41,41,0.1
3012,41,41,0.1
3013,41,41,0.1
3014,41,41,0.1
3015,41,41,0.1
3016,41,41,0.1
3017,41,41,0.1
3018,41,41,0.1
3019,41,41,0.1
3020,41,41,0.1
3021,41,41,0.1
3022,41,41,0.1
3023,41,41,0.1
3024,41,41,0.1
3025,41,41,0.1
3026,41,41,0.1
3027,41,41,0.1
3028,41,41,0.1
3029,41,41,0.1
3030,41,41,0.1
3031,41,41,0.1
3032,41,41,0.1
3033,41,41,0.1
3034,41,41,0.1
3035,41,41,0.1
3036,41,41,0.1
3037,41,41,0.1
3038,41,41,0.1
3039,41,41,0.1
3040,41,41,0.1
3041,41,41,0.1
3042,41,41,0.1
3043,41,41,0.1
3044,41,41,0.1
3045,41,41,0.1
3046,41,41,0.1
3047,41,41,0.1
3048,41,41,0.1
3049,41,41,0.1
3050,41,41,0.1
3051,41,41,0.1
3052,41,41,0.1
3053,41,41,0.1
3054,41,41,0.1
3055,41,41,0.1
3056,41,41,0.1
3057,41,41,0.1
3058,41,41,0.1
3059,41,41,0.1
3060,41,41,0.1
3061,41,41,0.1
3062,41,41,0.1
3063,41,41,0.1
3064,41,41,0.1
3065,41,41,0.1
3066,41,41,0.1
3067,41,41,0.1
3068,41,41,0.1
3069,41,41,0.1
3070,41,41,0.1
3071,41,41,0.1
3072,41,41,0.1
3073,41,41,0.1
3074,41,41,0.1
3075,41,41,0.1
3076,41,41,0.1
3077,41,41,0.1
3078,41,41,0.1
3079,41,41,0.1
3080,41,41,0.1
3081,41,41,0.1
3082,41,41,0.1
3083,41,41,0.1
3084,41,41,0.1
3085,41,41,0.1
3086,41,41,0.1
3087,41,41,0.1
3088,41,41,0.1
3089,41,41,0.1
3090,41,41,0.1
3091,41,41,0.1
3092,41,41,0.1
3093,41,41,0.1
3094,41,41,0.1
3095,41,41,0.1
3096,41,41,0.1
3097,41,41,0.1
3098,41,41,0.1
3099,41,41,0.1
3100,41,41,0.1
3101,41,41,0.1
3102,41,41,0.1
3103,41,41,0.1
3104,74,74,0.1
3105,74,74,0.1
